2021-02-06 20:08:41,669 (INFO) ================== new session ==================
2021-02-06 20:08:41,672 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Initialization
2021-02-06 20:08:41,676 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Initialization
2021-02-06 20:08:41,677 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Initialization
2021-02-06 20:08:41,681 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Initialization
2021-02-06 20:08:41,770 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Initialization
2021-02-06 20:08:42,573 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://doubleclick.net/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:42,594 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Event listeners have been enabled
2021-02-06 20:08:42,610 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Event listeners have been enabled
2021-02-06 20:08:42,653 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Event listeners have been enabled
2021-02-06 20:08:42,658 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Event listeners have been enabled
2021-02-06 20:08:42,675 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:42,784 (WARN) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Failed to set required features: Provider did not set features yet. (Retrying in 5 seconds.)
2021-02-06 20:08:42,807 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://overwolf.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,391 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://tracker.gg/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,468 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://thetrackernetwork.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:47,798 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:47,816 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Required features have been set: ["rank","match_state","kill","death","team","me","location","revive","roster","kill_feed","match_info","inventory","damage"]
2021-02-06 20:08:47,819 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Event listeners have been enabled
2021-02-06 20:08:52,782 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Update status: UpToDate
2021-02-06 20:14:26,731 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"EdwardHuncho\",\r\n  \"victimName\": \"avengerfan818\",\r\n  \"weaponName\": \"g7\",\r\n  \"action\": \"headshot_kill\"\r\n}"}
2021-02-06 20:14:26,741 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":15,\"players\":40,\"damage\":286,\"cash\":25}"}},"feature":"match_info"}
2021-02-06 20:14:26,942 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:28,432 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-21\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:28,733 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"VK-47 Flatline\"}"}},"feature":"inventory"}
2021-02-06 20:14:29,433 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-21\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:29,950 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-92\",\"y\":\"-21\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:30,249 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"CJHAY06\",\r\n  \"victimName\": \"ThePurpleCheese\",\r\n  \"weaponName\": \"volt\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:14:30,944 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-92\",\"y\":\"-22\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:31,745 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"95\"}"}},"feature":"me"}
2021-02-06 20:14:32,248 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"[1L-16] Cesar G.\",\r\n  \"victimName\": \"analpounder420\",\r\n  \"weaponName\": \"eva8\",\r\n  \"action\": \"kill\"\r\n}"}
2021-02-06 20:14:32,251 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"ChunkyBoi6\",\r\n  \"victimName\": \"spildebret\",\r\n  \"weaponName\": \"lstar\",\r\n  \"action\": \"headshot_kill\"\r\n}"}
2021-02-06 20:14:32,278 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":14,\"players\":38,\"damage\":286,\"cash\":25}"}},"feature":"match_info"}
2021-02-06 20:14:32,437 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-22\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:32,936 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-21\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:33,248 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"attackerName\": \"CJHAY06\",\r\n  \"victimName\": \"ThePurpleCheese\",\r\n  \"weaponName\": \"Bleed Out\",\r\n  \"action\": \"Bleed Out\"\r\n}"}
2021-02-06 20:14:33,254 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"ChunkyBoi6\",\r\n  \"victimName\": \"kanyesballs\",\r\n  \"weaponName\": \"lstar\",\r\n  \"action\": \"kill\"\r\n}"}
2021-02-06 20:14:33,281 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":13,\"players\":36,\"damage\":286,\"cash\":25}"}},"feature":"match_info"}
2021-02-06 20:14:33,435 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:33,737 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":13,\"players\":37,\"damage\":286,\"cash\":25}"}},"feature":"match_info"}
2021-02-06 20:14:33,946 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-89\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:34,157 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"weapons":"{\"weapon0\":\"Volt SMG\",\"weapon1\":\"Hemlok Burst AR\"}"}},"feature":"inventory"}
2021-02-06 20:14:34,439 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:34,623 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Hemlok Burst AR\"}"}},"feature":"inventory"}
2021-02-06 20:14:34,953 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_6":"{\"name\":\"157\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:14:35,951 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:36,433 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:36,938 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-92\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:37,441 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-92\",\"y\":\"-21\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:37,937 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_25":"null"}},"feature":"roster"}
2021-02-06 20:14:38,289 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_41":"null"}},"feature":"roster"}
2021-02-06 20:14:38,441 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-22\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:38,935 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-23\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:39,437 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-22\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:39,857 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"100\"}"}},"feature":"me"}
2021-02-06 20:14:39,932 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-22\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:40,437 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-23\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:40,948 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-91\",\"y\":\"-22\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:41,454 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_2":"{\"name\":\"125\",\"amount\":\"40\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,455 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_3":"{\"name\":\"131\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,456 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_4":"{\"name\":\"134\",\"amount\":\"4\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,457 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_5":"{\"name\":\"132\",\"amount\":\"2\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,458 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_6":"{\"name\":\"158\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,461 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_7":"{\"name\":\"157\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:14:41,596 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_18":"null"}},"feature":"roster"}
2021-02-06 20:14:41,939 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-90\",\"y\":\"-22\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:42,441 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-89\",\"y\":\"-22\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:42,538 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Melee\"}"}},"feature":"inventory"}
2021-02-06 20:14:42,941 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-88\",\"y\":\"-21\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:43,447 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-87\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:43,486 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_33":"null"}},"feature":"roster"}
2021-02-06 20:14:43,934 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-85\",\"y\":\"-20\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:44,439 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-84\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:44,939 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-82\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:45,438 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-81\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:45,940 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-80\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:46,445 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-78\",\"y\":\"-19\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:14:46,940 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-76\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:47,431 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-74\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:47,929 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-73\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:48,442 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-71\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:48,940 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-70\",\"y\":\"-21\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:49,432 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-68\",\"y\":\"-21\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:49,933 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-67\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:50,435 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-65\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:50,943 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-64\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:51,434 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-62\",\"y\":\"-20\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:14:51,937 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-60\",\"y\":\"-20\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:14:52,434 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-58\",\"y\":\"-20\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:14:52,937 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-57\",\"y\":\"-19\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:14:53,430 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-55\",\"y\":\"-18\",\"z\":\"25\"}"}},"feature":"location"}
2021-02-06 20:14:53,782 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"bigloot98\",\r\n  \"victimName\": \"Josue5845\",\r\n  \"weaponName\": \"energy_ar\",\r\n  \"action\": \"kill\"\r\n}"}
2021-02-06 20:14:53,788 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"attackerName\": \"bigloot98\",\r\n  \"victimName\": \"firemountain007\",\r\n  \"weaponName\": \"Bleed Out\",\r\n  \"action\": \"Bleed Out\"\r\n}"}
2021-02-06 20:14:53,850 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":12,\"players\":35,\"damage\":286,\"cash\":25}"}},"feature":"match_info"}
2021-02-06 20:14:53,860 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_42":"null"}},"feature":"roster"}
2021-02-06 20:14:53,934 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-53\",\"y\":\"-17\",\"z\":\"24\"}"}},"feature":"location"}
2021-02-06 20:14:54,054 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_43":"null"}},"feature":"roster"}
2021-02-06 20:14:54,437 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-52\",\"y\":\"-16\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:14:54,939 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-50\",\"y\":\"-15\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:14:55,436 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-49\",\"y\":\"-14\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:55,946 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-48\",\"y\":\"-13\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:56,435 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-47\",\"y\":\"-12\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:56,773 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"DeetsDeets\",\r\n  \"victimName\": \"SHAME WlZARD\",\r\n  \"weaponName\": \"3030repeater\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:14:56,944 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-45\",\"y\":\"-11\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:57,450 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-44\",\"y\":\"-10\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:57,933 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-43\",\"y\":\"-10\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:58,440 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-41\",\"y\":\"-9\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:58,948 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-40\",\"y\":\"-8\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:59,461 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-39\",\"y\":\"-8\",\"z\":\"22\"}"}},"feature":"location"}
2021-02-06 20:14:59,952 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-39\",\"y\":\"-7\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:00,453 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-39\",\"y\":\"-6\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:00,961 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-39\",\"y\":\"-5\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:01,459 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-38\",\"y\":\"-6\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:01,731 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_9":"null"}},"feature":"roster"}
2021-02-06 20:15:01,952 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-38\",\"y\":\"-5\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:02,460 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-38\",\"y\":\"-4\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:02,948 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-38\",\"y\":\"-5\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:03,957 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-37\",\"y\":\"-7\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:04,448 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-36\",\"y\":\"-8\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:05,481 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-36\",\"y\":\"-7\",\"z\":\"23\"}"}},"feature":"location"}
2021-02-06 20:15:05,983 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-36\",\"y\":\"-6\",\"z\":\"23\"}"}},"feature":"location"}
